id,name,domain_type,tld_managers
domain_name_np,"np","country-code","Mercantile Communications Pvt. Ltd."
domain_name_nr,"nr","country-code","CENPAC NET"
domain_name_nra,"nra","generic","NRA Holdings Company, INC."
domain_name_nrw,"nrw","generic","Minds + Machines GmbH"
domain_name_ntt,"ntt","generic","NIPPON TELEGRAPH AND TELEPHONE CORPORATION"
domain_name_nu,"nu","country-code","The IUSN Foundation"
domain_name_nyc,"nyc","generic","The City of New York by and through the New York City Department ofInformation Technology & Telecommunications"
domain_name_nz,"nz","country-code","InternetNZ"
domain_name_obi,"obi","generic","OBI Group Holding SE & Co. KGaA"
domain_name_observer,"observer","generic","Dog Beach, LLC"
domain_name_off,"off","generic","Not assigned"
domain_name_office,"office","generic","Microsoft Corporation"
domain_name_okinawa,"okinawa","generic","BRregistry, Inc."
domain_name_olayan,"olayan","generic","Crescent Holding GmbH"
domain_name_olayangroup,"olayangroup","generic","Crescent Holding GmbH"
domain_name_oldnavy,"oldnavy","generic","The Gap, Inc."
domain_name_ollo,"ollo","generic","Dish DBS Corporation"
domain_name_om,"om","country-code","Telecommunications Regulatory Authority (TRA)"
domain_name_omega,"omega","generic","The Swatch Group Ltd"
domain_name_one,"one","generic","One.com A/S"
domain_name_ong,"ong","generic","Public Interest Registry"
domain_name_onl,"onl","generic","iRegistry GmbH"
domain_name_online,"online","generic","Radix FZC"
domain_name_onyourside,"onyourside","generic","Not assigned"
domain_name_ooo,"ooo","generic","INFIBEAM INCORPORATION LIMITED"
domain_name_open,"open","generic","American Express Travel Related Services Company, Inc."
domain_name_oracle,"oracle","generic","Oracle Corporation"
domain_name_orange,"orange","generic","Orange Brand Services Limited"
domain_name_org,"org","generic","Public Interest Registry (PIR)"
domain_name_organic,"organic","generic","Afilias Limited"
domain_name_orientexpress,"orientexpress","generic","Not assigned"
domain_name_origins,"origins","generic","The Estée Lauder Companies Inc."
domain_name_osaka,"osaka","generic","Osaka Registry Co., Ltd."
domain_name_otsuka,"otsuka","generic","Otsuka Holdings Co., Ltd."
domain_name_ott,"ott","generic","Dish DBS Corporation"
domain_name_ovh,"ovh","generic","OVH SAS"
domain_name_pa,"pa","country-code","Universidad Tecnologica de Panama"
domain_name_page,"page","generic","Charleston Road Registry Inc."
domain_name_pamperedchef,"pamperedchef","generic","Not assigned"
domain_name_panasonic,"panasonic","generic","Panasonic Corporation"
domain_name_panerai,"panerai","generic","Not assigned"
domain_name_paris,"paris","generic","City of Paris"
domain_name_pars,"pars","generic","Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti."
domain_name_partners,"partners","generic","Binky Moon, LLC"
domain_name_parts,"parts","generic","Binky Moon, LLC"
domain_name_party,"party","generic","Blue Sky Registry Limited"
domain_name_passagens,"passagens","generic","Travel Reservations SRL"
domain_name_pay,"pay","generic","Amazon Registry Services, Inc."
domain_name_pccw,"pccw","generic","PCCW Enterprises Limited"
domain_name_pe,"pe","country-code","Red Cientifica Peruana"
domain_name_pet,"pet","generic","Afilias Limited"
domain_name_pf,"pf","country-code","Gouvernement de la Polynésie française"
domain_name_pfizer,"pfizer","generic","Pfizer Inc."
domain_name_pg,"pg","country-code","PNG DNS Administration Vice Chancellors Office The Papua New Guinea Universityof Technology"
domain_name_ph,"ph","country-code","PH Domain Foundation"
domain_name_pharmacy,"pharmacy","generic","National Association of Boards of Pharmacy"
domain_name_phd,"phd","generic","Charleston Road Registry Inc."
domain_name_philips,"philips","generic","Koninklijke Philips N.V."
domain_name_phone,"phone","generic","Dish DBS Corporation"
domain_name_photo,"photo","generic","Registry Services, LLC"
domain_name_photography,"photography","generic","Binky Moon, LLC"
domain_name_photos,"photos","generic","Binky Moon, LLC"
domain_name_physio,"physio","generic","PhysBiz Pty Ltd"
domain_name_piaget,"piaget","generic","Not assigned"
domain_name_pics,"pics","generic","XYZ.COM LLC"
domain_name_pictet,"pictet","generic","Pictet Europe S.A."
domain_name_pictures,"pictures","generic","Binky Moon, LLC"
domain_name_pid,"pid","generic","Top Level Spectrum, Inc."
domain_name_pin,"pin","generic","Amazon Registry Services, Inc."
domain_name_ping,"ping","generic","Ping Registry Provider, Inc."
domain_name_pink,"pink","generic","Afilias Limited"
domain_name_pioneer,"pioneer","generic","Pioneer Corporation"
domain_name_pizza,"pizza","generic","Binky Moon, LLC"
domain_name_pk,"pk","country-code","PKNIC"
domain_name_pl,"pl","country-code","Research and Academic Computer Network"
domain_name_place,"place","generic","Binky Moon, LLC"
domain_name_play,"play","generic","Charleston Road Registry Inc."
domain_name_playstation,"playstation","generic","Sony Computer Entertainment Inc."
domain_name_plumbing,"plumbing","generic","Binky Moon, LLC"
domain_name_plus,"plus","generic","Binky Moon, LLC"
domain_name_pm,"pm","country-code","Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.)"
domain_name_pn,"pn","country-code","Pitcairn Island Administration"
domain_name_pnc,"pnc","generic","PNC Domain Co., LLC"
domain_name_pohl,"pohl","generic","Deutsche Vermögensberatung Aktiengesellschaft DVAG"
domain_name_poker,"poker","generic","Afilias Limited"
domain_name_politie,"politie","generic","Politie Nederland"
domain_name_porn,"porn","generic","ICM Registry PN LLC"
domain_name_post,"post","sponsored","Universal Postal Union"
domain_name_pr,"pr","country-code","Gauss Research Laboratory Inc."
domain_name_pramerica,"pramerica","generic","Prudential Financial, Inc."
domain_name_praxi,"praxi","generic","Praxi S.p.A."
domain_name_press,"press","generic","Radix FZC"
domain_name_prime,"prime","generic","Amazon Registry Services, Inc."
domain_name_pro,"pro","generic-restricted","Afilias Limited"
domain_name_prod,"prod","generic","Charleston Road Registry Inc."
domain_name_productions,"productions","generic","Binky Moon, LLC"
domain_name_prof,"prof","generic","Charleston Road Registry Inc."
domain_name_progressive,"progressive","generic","Progressive Casualty Insurance Company"
domain_name_promo,"promo","generic","Afilias Limited"
domain_name_properties,"properties","generic","Binky Moon, LLC"
domain_name_property,"property","generic","Internet Naming Co."
domain_name_protection,"protection","generic","XYZ.COM LLC"
domain_name_pru,"pru","generic","Prudential Financial, Inc."
domain_name_prudential,"prudential","generic","Prudential Financial, Inc."
domain_name_ps,"ps","country-code","Ministry Of Telecommunications & Information Technology, Government ComputerCenter."
domain_name_pt,"pt","country-code","Associação DNS.PT"
domain_name_pub,"pub","generic","Dog Beach, LLC"
domain_name_pw,"pw","country-code","Micronesia Investment and Development Corporation"
domain_name_pwc,"pwc","generic","PricewaterhouseCoopers LLP"
domain_name_py,"py","country-code","NIC-PY"
domain_name_qa,"qa","country-code","Communications Regulatory Authority"
domain_name_qpon,"qpon","generic","dotCOOL, Inc."
domain_name_quebec,"quebec","generic","PointQuébec Inc"
domain_name_quest,"quest","generic","XYZ.COM LLC"
domain_name_qvc,"qvc","generic","Not assigned"
domain_name_racing,"racing","generic","Premier Registry Limited"
domain_name_radio,"radio","generic","European Broadcasting Union (EBU)"
domain_name_raid,"raid","generic","Not assigned"
domain_name_re,"re","country-code","Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.)"
domain_name_read,"read","generic","Amazon Registry Services, Inc."
domain_name_realestate,"realestate","generic","dotRealEstate LLC"
domain_name_realtor,"realtor","generic","Real Estate Domains LLC"
domain_name_realty,"realty","generic","Dog Beach, LLC"
domain_name_recipes,"recipes","generic","Binky Moon, LLC"
domain_name_red,"red","generic","Afilias Limited"
domain_name_redstone,"redstone","generic","Redstone Haute Couture Co., Ltd."
domain_name_redumbrella,"redumbrella","generic","Travelers TLD, LLC"
domain_name_rehab,"rehab","generic","Dog Beach, LLC"
domain_name_reise,"reise","generic","Binky Moon, LLC"
domain_name_reisen,"reisen","generic","Binky Moon, LLC"
domain_name_reit,"reit","generic","National Association of Real Estate Investment Trusts, Inc."
domain_name_reliance,"reliance","generic","Reliance Industries Limited"
domain_name_ren,"ren","generic","ZDNS International Limited"
domain_name_rent,"rent","generic","XYZ.COM LLC"
domain_name_rentals,"rentals","generic","Binky Moon, LLC"
domain_name_repair,"repair","generic","Binky Moon, LLC"
domain_name_report,"report","generic","Binky Moon, LLC"
domain_name_republican,"republican","generic","Dog Beach, LLC"
domain_name_rest,"rest","generic","Punto 2012 Sociedad Anonima Promotora de Inversion de Capital Variable"
domain_name_restaurant,"restaurant","generic","Binky Moon, LLC"
domain_name_review,"review","generic","dot Review Limited"
domain_name_reviews,"reviews","generic","Dog Beach, LLC"
domain_name_rexroth,"rexroth","generic","Robert Bosch GMBH"
domain_name_rich,"rich","generic","iRegistry GmbH"
domain_name_richardli,"richardli","generic","Pacific Century Asset Management (HK) Limited"
domain_name_ricoh,"ricoh","generic","Ricoh Company, Ltd."
domain_name_rightathome,"rightathome","generic","Not assigned"
domain_name_ril,"ril","generic","Reliance Industries Limited"
domain_name_rio,"rio","generic","Empresa Municipal de Informática SA - IPLANRIO"
domain_name_rip,"rip","generic","Dog Beach, LLC"
domain_name_rmit,"rmit","generic","Not assigned"
domain_name_ro,"ro","country-code","National Institute for R&D in Informatics"
domain_name_rocher,"rocher","generic","Ferrero Trading Lux S.A."
domain_name_rocks,"rocks","generic","Dog Beach, LLC"
domain_name_rodeo,"rodeo","generic","Registry Services, LLC"
domain_name_rogers,"rogers","generic","Rogers Communications Canada Inc."
domain_name_room,"room","generic","Amazon Registry Services, Inc."
domain_name_rs,"rs","country-code","Serbian National Internet Domain Registry (RNIDS)"
domain_name_rsvp,"rsvp","generic","Charleston Road Registry Inc."
domain_name_ru,"ru","country-code","Coordination Center for TLD RU"
domain_name_rugby,"rugby","generic","World Rugby Strategic Developments Limited"
domain_name_ruhr,"ruhr","generic","dotSaarland GmbH"
domain_name_run,"run","generic","Binky Moon, LLC"
domain_name_rw,"rw","country-code","Rwanda Internet Community and Technology Alliance (RICTA) Ltd"
domain_name_rwe,"rwe","generic","RWE AG"
domain_name_ryukyu,"ryukyu","generic","BRregistry, Inc."
domain_name_sa,"sa","country-code","Communications and Information Technology Commission"
domain_name_saarland,"saarland","generic","dotSaarland GmbH"
domain_name_safe,"safe","generic","Amazon Registry Services, Inc."
domain_name_safety,"safety","generic","Safety Registry Services, LLC."
domain_name_sakura,"sakura","generic","SAKURA internet Inc."
domain_name_sale,"sale","generic","Dog Beach, LLC"
domain_name_salon,"salon","generic","Binky Moon, LLC"
domain_name_samsclub,"samsclub","generic","Wal-Mart Stores, Inc."
domain_name_samsung,"samsung","generic","SAMSUNG SDS CO., LTD"
domain_name_sandvik,"sandvik","generic","Sandvik AB"
domain_name_sandvikcoromant,"sandvikcoromant","generic","Sandvik AB"
domain_name_sanofi,"sanofi","generic","Sanofi"
domain_name_sap,"sap","generic","SAP AG"
domain_name_sapo,"sapo","generic","Not assigned"
domain_name_sarl,"sarl","generic","Binky Moon, LLC"
domain_name_sas,"sas","generic","Research IP LLC"
domain_name_save,"save","generic","Amazon Registry Services, Inc."
domain_name_saxo,"saxo","generic","Saxo Bank A/S"
domain_name_sb,"sb","country-code","Solomon Telekom Company Limited"
domain_name_sbi,"sbi","generic","STATE BANK OF INDIA"
domain_name_sbs,"sbs","generic","SPECIAL BROADCASTING SERVICE CORPORATION"
domain_name_sc,"sc","country-code","VCS Pty Ltd"
domain_name_sca,"sca","generic","SVENSKA CELLULOSA AKTIEBOLAGET SCA (publ)"
domain_name_scb,"scb","generic","The Siam Commercial Bank Public Company Limited ("SCB")"
domain_name_schaeffler,"schaeffler","generic","Schaeffler Technologies AG & Co. KG"
domain_name_schmidt,"schmidt","generic","SCHMIDT GROUPE S.A.S."
domain_name_scholarships,"scholarships","generic","Scholarships.com, LLC"
domain_name_school,"school","generic","Binky Moon, LLC"
domain_name_schule,"schule","generic","Binky Moon, LLC"
domain_name_schwarz,"schwarz","generic","Schwarz Domains und Services GmbH & Co. KG"
domain_name_science,"science","generic","dot Science Limited"
domain_name_scjohnson,"scjohnson","generic","Not assigned"
domain_name_scor,"scor","generic","Not assigned"
domain_name_scot,"scot","generic","Dot Scot Registry Limited"
domain_name_sd,"sd","country-code","Sudan Internet Society"
domain_name_se,"se","country-code","The Internet Infrastructure Foundation"
domain_name_search,"search","generic","Charleston Road Registry Inc."
domain_name_seat,"seat","generic","SEAT, S.A. (Sociedad Unipersonal)"
domain_name_secure,"secure","generic","Amazon Registry Services, Inc."
domain_name_security,"security","generic","XYZ.COM LLC"
domain_name_seek,"seek","generic","Seek Limited"
domain_name_select,"select","generic","Registry Services, LLC"
domain_name_sener,"sener","generic","Sener Ingeniería y Sistemas, S.A."
domain_name_services,"services","generic","Binky Moon, LLC"
domain_name_ses,"ses","generic","Not assigned"
domain_name_seven,"seven","generic","Seven West Media Ltd"
domain_name_sew,"sew","generic","SEW-EURODRIVE GmbH & Co KG"
domain_name_sex,"sex","generic","ICM Registry SX LLC"
domain_name_sexy,"sexy","generic","Internet Naming Co."
domain_name_sfr,"sfr","generic","Societe Francaise du Radiotelephone - SFR"
domain_name_sg,"sg","country-code","Singapore Network Information Centre (SGNIC) Pte Ltd"
domain_name_sh,"sh","country-code","Government of St. Helena"
domain_name_shangrila,"shangrila","generic","Shangri‐La International Hotel Management Limited"
domain_name_sharp,"sharp","generic","Sharp Corporation"
domain_name_shaw,"shaw","generic","Shaw Cablesystems G.P."
domain_name_shell,"shell","generic","Shell Information Technology International Inc"
domain_name_shia,"shia","generic","Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti."
domain_name_shiksha,"shiksha","generic","Afilias Limited"
domain_name_shoes,"shoes","generic","Binky Moon, LLC"
domain_name_shop,"shop","generic","GMO Registry, Inc."
domain_name_shopping,"shopping","generic","Binky Moon, LLC"
domain_name_shouji,"shouji","generic","QIHOO 360 TECHNOLOGY CO. LTD."
domain_name_show,"show","generic","Binky Moon, LLC"
domain_name_showtime,"showtime","generic","CBS Domains Inc."
domain_name_shriram,"shriram","generic","Not assigned"
domain_name_si,"si","country-code","Academic and Research Network of Slovenia (ARNES)"
domain_name_silk,"silk","generic","Amazon Registry Services, Inc."
domain_name_sina,"sina","generic","Sina Corporation"
domain_name_singles,"singles","generic","Binky Moon, LLC"
domain_name_site,"site","generic","Radix FZC"
domain_name_sj,"sj","country-code","Norid A/S"
domain_name_sk,"sk","country-code","SK-NIC, a.s."
domain_name_ski,"ski","generic","Afilias Limited"
domain_name_skin,"skin","generic","XYZ.COM LLC"
domain_name_sky,"sky","generic","Sky International AG"
domain_name_skype,"skype","generic","Microsoft Corporation"
domain_name_sl,"sl","country-code","Sierratel"
domain_name_sling,"sling","generic","Hughes Satellite Systems Corporation"
domain_name_sm,"sm","country-code","Telecom Italia San Marino S.p.A."
domain_name_smart,"smart","generic","Smart Communications, Inc. (SMART)"
domain_name_smile,"smile","generic","Amazon Registry Services, Inc."
domain_name_sn,"sn","country-code","Universite Cheikh Anta Diop"
domain_name_sncf,"sncf","generic","SNCF (Société Nationale des Chemins de fer Francais)"
domain_name_so,"so","country-code","Ministry of Post and Telecommunications"
domain_name_soccer,"soccer","generic","Binky Moon, LLC"
domain_name_social,"social","generic","Dog Beach, LLC"
domain_name_softbank,"softbank","generic","SoftBank Group Corp."
domain_name_software,"software","generic","Dog Beach, LLC"
domain_name_sohu,"sohu","generic","Sohu.com Limited"
domain_name_solar,"solar","generic","Binky Moon, LLC"
domain_name_solutions,"solutions","generic","Binky Moon, LLC"
domain_name_song,"song","generic","Amazon Registry Services, Inc."
domain_name_sony,"sony","generic","Sony Corporation"
domain_name_soy,"soy","generic","Charleston Road Registry Inc."
domain_name_spa,"spa","generic","Asia Spa and Wellness Promotion Council Limited"
domain_name_space,"space","generic","Radix FZC"
domain_name_spiegel,"spiegel","generic","Not assigned"
domain_name_sport,"sport","generic","Global Association of International Sports Federations (GAISF)"
domain_name_spot,"spot","generic","Amazon Registry Services, Inc."
domain_name_spreadbetting,"spreadbetting","generic","Not assigned"
domain_name_sr,"sr","country-code","Telesur"
domain_name_srl,"srl","generic","InterNetX Corp."
domain_name_srt,"srt","generic","Not assigned"
domain_name_ss,"ss","country-code","National Communication Authority (NCA)"
domain_name_st,"st","country-code","Tecnisys"
domain_name_stada,"stada","generic","STADA Arzneimittel AG"
domain_name_staples,"staples","generic","Staples, Inc."
domain_name_star,"star","generic","Star India Private Limited"
domain_name_starhub,"starhub","generic","Not assigned"
domain_name_statebank,"statebank","generic","STATE BANK OF INDIA"
domain_name_statefarm,"statefarm","generic","State Farm Mutual Automobile Insurance Company"
domain_name_statoil,"statoil","generic","Not assigned"
domain_name_stc,"stc","generic","Saudi Telecom Company"
domain_name_stcgroup,"stcgroup","generic","Saudi Telecom Company"
domain_name_stockholm,"stockholm","generic","Stockholms kommun"
domain_name_storage,"storage","generic","XYZ.COM LLC"
domain_name_store,"store","generic","Radix FZC"
domain_name_stream,"stream","generic","dot Stream Limited"
domain_name_studio,"studio","generic","Dog Beach, LLC"
domain_name_study,"study","generic","Registry Services, LLC"
domain_name_style,"style","generic","Binky Moon, LLC"
domain_name_su,"su","country-code","Russian Institute for Development of Public Networks (ROSNIIROS)"
domain_name_sucks,"sucks","generic","Vox Populi Registry Ltd."
domain_name_supplies,"supplies","generic","Binky Moon, LLC"
domain_name_supply,"supply","generic","Binky Moon, LLC"
domain_name_support,"support","generic","Binky Moon, LLC"
domain_name_surf,"surf","generic","Registry Services, LLC"
domain_name_surgery,"surgery","generic","Binky Moon, LLC"
domain_name_suzuki,"suzuki","generic","SUZUKI MOTOR CORPORATION"
domain_name_sv,"sv","country-code","SVNet"
domain_name_swatch,"swatch","generic","The Swatch Group Ltd"
domain_name_swiftcover,"swiftcover","generic","Not assigned"
domain_name_swiss,"swiss","generic","Swiss Confederation"
domain_name_sx,"sx","country-code","SX Registry SA B.V."
domain_name_sy,"sy","country-code","National Agency for Network Services (NANS)"
domain_name_sydney,"sydney","generic","State of New South Wales, Department of Premier and Cabinet"
domain_name_symantec,"symantec","generic","Not assigned"
domain_name_systems,"systems","generic","Binky Moon, LLC"
domain_name_sz,"sz","country-code","University of Swaziland Department of Computer Science"
domain_name_tab,"tab","generic","Tabcorp Holdings Limited"
domain_name_taipei,"taipei","generic","Taipei City Government"
domain_name_talk,"talk","generic","Amazon Registry Services, Inc."
domain_name_taobao,"taobao","generic","Alibaba Group Holding Limited"
domain_name_target,"target","generic","Target Domain Holdings, LLC"
domain_name_tatamotors,"tatamotors","generic","Tata Motors Ltd"
domain_name_tatar,"tatar","generic","Limited Liability Company "Coordination Center of Regional Domain of TatarstanRepublic""
domain_name_tattoo,"tattoo","generic","Top Level Design, LLC"
domain_name_tax,"tax","generic","Binky Moon, LLC"
domain_name_taxi,"taxi","generic","Binky Moon, LLC"
domain_name_tc,"tc","country-code","Melrex TC"
domain_name_tci,"tci","generic","Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti."
domain_name_td,"td","country-code","l'Agence de Développement des Technologies de l'Information et de laCommunication (ADETIC)"
domain_name_tdk,"tdk","generic","TDK Corporation"
domain_name_team,"team","generic","Binky Moon, LLC"
domain_name_tech,"tech","generic","Radix FZC"
domain_name_technology,"technology","generic","Binky Moon, LLC"
domain_name_tel,"tel","sponsored","Telnames Ltd."
domain_name_telecity,"telecity","generic","Not assigned"
domain_name_telefonica,"telefonica","generic","Not assigned"
domain_name_temasek,"temasek","generic","Temasek Holdings (Private) Limited"
domain_name_tennis,"tennis","generic","Binky Moon, LLC"
domain_name_teva,"teva","generic","Teva Pharmaceutical Industries Limited"
domain_name_tf,"tf","country-code","Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.)"
domain_name_tg,"tg","country-code","Autorité de Régulation des Communications Electroniques et des Postes (ARCEP)"
domain_name_th,"th","country-code","Thai Network Information Center Foundation"
domain_name_thd,"thd","generic","Home Depot Product Authority, LLC"
domain_name_theater,"theater","generic","Binky Moon, LLC"
domain_name_theatre,"theatre","generic","XYZ.COM LLC"
domain_name_tiaa,"tiaa","generic","Teachers Insurance and Annuity Association of America"
domain_name_tickets,"tickets","generic","XYZ.COM LLC"
domain_name_tienda,"tienda","generic","Binky Moon, LLC"
domain_name_tiffany,"tiffany","generic","Tiffany and Company"
domain_name_tips,"tips","generic","Binky Moon, LLC"
domain_name_tires,"tires","generic","Binky Moon, LLC"
domain_name_tirol,"tirol","generic","punkt Tirol GmbH"
domain_name_tj,"tj","country-code","Information Technology Center"
domain_name_tjmaxx,"tjmaxx","generic","The TJX Companies, Inc."
domain_name_tjx,"tjx","generic","The TJX Companies, Inc."
domain_name_tk,"tk","country-code","Telecommunication Tokelau Corporation (Teletok)"
domain_name_tkmaxx,"tkmaxx","generic","The TJX Companies, Inc."
domain_name_tl,"tl","country-code","Autoridade Nacional de Comunicações"
domain_name_tm,"tm","country-code","TM Domain Registry Ltd"
domain_name_tmall,"tmall","generic","Alibaba Group Holding Limited"
domain_name_tn,"tn","country-code","Agence Tunisienne d'Internet"
domain_name_to,"to","country-code","Government of the Kingdom of Tonga H.R.H. Crown Prince Tupouto'a c/o Consulateof Tonga"
domain_name_today,"today","generic","Binky Moon, LLC"
domain_name_tokyo,"tokyo","generic","GMO Registry, Inc."
domain_name_tools,"tools","generic","Binky Moon, LLC"
domain_name_top,"top","generic","Jiangsu Bangning Science & Technology Co.,Ltd."
domain_name_toray,"toray","generic","Toray Industries, Inc."
domain_name_toshiba,"toshiba","generic","TOSHIBA Corporation"
domain_name_total,"total","generic","Total SA"
domain_name_tours,"tours","generic","Binky Moon, LLC"
domain_name_town,"town","generic","Binky Moon, LLC"
domain_name_toyota,"toyota","generic","TOYOTA MOTOR CORPORATION"
domain_name_toys,"toys","generic","Binky Moon, LLC"
domain_name_tp,"tp","country-code","Not assigned"
domain_name_tr,"tr","country-code","Bilgi Teknolojileri ve İletişim Kurumu (BTK)"
domain_name_trade,"trade","generic","Elite Registry Limited"
domain_name_trading,"trading","generic","Dog Beach, LLC"
domain_name_training,"training","generic","Binky Moon, LLC"
domain_name_travel,"travel","sponsored","Dog Beach, LLC"
domain_name_travelchannel,"travelchannel","generic","Lifestyle Domain Holdings, Inc."
domain_name_travelers,"travelers","generic","Travelers TLD, LLC"
domain_name_travelersinsurance,"travelersinsurance","generic","Travelers TLD, LLC"
domain_name_trust,"trust","generic","Internet Naming Co."
domain_name_trv,"trv","generic","Travelers TLD, LLC"
domain_name_tt,"tt","country-code","University of the West Indies Faculty of Engineering"
domain_name_tube,"tube","generic","Latin American Telecom LLC"
domain_name_tui,"tui","generic","TUI AG"
domain_name_tunes,"tunes","generic","Amazon Registry Services, Inc."
domain_name_tushu,"tushu","generic","Amazon Registry Services, Inc."
domain_name_tv,"tv","country-code","Ministry of Justice, Communications and Foreign Affairs"
domain_name_tvs,"tvs","generic","T V SUNDRAM IYENGAR & SONS PRIVATE LIMITED"
domain_name_tw,"tw","country-code","Taiwan Network Information Center (TWNIC)"
domain_name_tz,"tz","country-code","Tanzania Communications Regulatory Authority"
domain_name_ua,"ua","country-code","Hostmaster Ltd."
domain_name_ubank,"ubank","generic","National Australia Bank Limited"
domain_name_ubs,"ubs","generic","UBS AG"
domain_name_uconnect,"uconnect","generic","Not assigned"
domain_name_ug,"ug","country-code","Uganda Online Ltd."
domain_name_uk,"uk","country-code","Nominet UK"
domain_name_um,"um","country-code","Not assigned"
domain_name_unicom,"unicom","generic","China United Network Communications Corporation Limited"
domain_name_university,"university","generic","Binky Moon, LLC"
domain_name_uno,"uno","generic","Radix FZC"
domain_name_uol,"uol","generic","UBN INTERNET LTDA."
domain_name_ups,"ups","generic","UPS Market Driver, Inc."
domain_name_us,"us","country-code","Registry Services, LLC"
domain_name_uy,"uy","country-code","SeCIU - Universidad de la Republica"
domain_name_uz,"uz","country-code","Single Integrator for Creation and Support of State Information SystemsUZINFOCOM"
domain_name_va,"va","country-code","Holy See - Vatican City State"
domain_name_vacations,"vacations","generic","Binky Moon, LLC"
domain_name_vana,"vana","generic","Lifestyle Domain Holdings, Inc."
domain_name_vanguard,"vanguard","generic","The Vanguard Group, Inc."
domain_name_vc,"vc","country-code","Ministry of Telecommunications, Science, Technology and Industry"
domain_name_ve,"ve","country-code","Comisión Nacional de Telecomunicaciones (CONATEL)"
domain_name_vegas,"vegas","generic","Dot Vegas, Inc."
domain_name_ventures,"ventures","generic","Binky Moon, LLC"
domain_name_verisign,"verisign","generic","VeriSign, Inc."
domain_name_versicherung,"versicherung","generic","tldbox GmbH"
domain_name_vet,"vet","generic","Dog Beach, LLC"
domain_name_vg,"vg","country-code","Telecommunications Regulatory Commission of the Virgin Islands"
domain_name_vi,"vi","country-code","Virgin Islands Public Telecommunications System, Inc."
domain_name_viajes,"viajes","generic","Binky Moon, LLC"
domain_name_video,"video","generic","Dog Beach, LLC"
domain_name_vig,"vig","generic","VIENNA INSURANCE GROUP AG Wiener Versicherung Gruppe"
domain_name_viking,"viking","generic","Viking River Cruises (Bermuda) Ltd."
domain_name_villas,"villas","generic","Binky Moon, LLC"
domain_name_vin,"vin","generic","Binky Moon, LLC"
domain_name_vip,"vip","generic","Registry Services, LLC"
domain_name_virgin,"virgin","generic","Virgin Enterprises Limited"
domain_name_visa,"visa","generic","Visa Worldwide Pte. Limited"
domain_name_vision,"vision","generic","Binky Moon, LLC"
domain_name_vista,"vista","generic","Not assigned"
domain_name_vistaprint,"vistaprint","generic","Not assigned"
domain_name_viva,"viva","generic","Saudi Telecom Company"
domain_name_vivo,"vivo","generic","Telefonica Brasil S.A."
domain_name_vlaanderen,"vlaanderen","generic","DNS.be vzw"
domain_name_vn,"vn","country-code","Viet Nam Internet Network Information Center (VNNIC)"
domain_name_vodka,"vodka","generic","Registry Services, LLC"
domain_name_volkswagen,"volkswagen","generic","Volkswagen Group of America Inc."
domain_name_volvo,"volvo","generic","Volvo Holding Sverige Aktiebolag"
domain_name_vote,"vote","generic","Monolith Registry LLC"
domain_name_voting,"voting","generic","Valuetainment Corp."
domain_name_voto,"voto","generic","Monolith Registry LLC"
domain_name_voyage,"voyage","generic","Binky Moon, LLC"
domain_name_vu,"vu","country-code","Telecommunications Radiocommunications and Broadcasting Regulator (TRBR)"
domain_name_vuelos,"vuelos","generic","Travel Reservations SRL"
domain_name_wales,"wales","generic","Nominet UK"
domain_name_walmart,"walmart","generic","Wal-Mart Stores, Inc."
domain_name_walter,"walter","generic","Sandvik AB"
domain_name_wang,"wang","generic","Zodiac Wang Limited"
domain_name_wanggou,"wanggou","generic","Amazon Registry Services, Inc."
domain_name_warman,"warman","generic","Not assigned"
domain_name_watch,"watch","generic","Binky Moon, LLC"
domain_name_watches,"watches","generic","Afilias Limited"
domain_name_weather,"weather","generic","International Business Machines Corporation"
domain_name_weatherchannel,"weatherchannel","generic","International Business Machines Corporation"
domain_name_webcam,"webcam","generic","dot Webcam Limited"
domain_name_weber,"weber","generic","Saint-Gobain Weber SA"
domain_name_website,"website","generic","Radix FZC"
domain_name_wed,"wed","generic","Emergency Back-End Registry Operator Program - ICANN"
domain_name_wedding,"wedding","generic","Registry Services, LLC"
domain_name_weibo,"weibo","generic","Sina Corporation"
domain_name_weir,"weir","generic","Weir Group IP Limited"
domain_name_wf,"wf","country-code","Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.)"
domain_name_whoswho,"whoswho","generic","Who's Who Registry"
domain_name_wien,"wien","generic","punkt.wien GmbH"
domain_name_wiki,"wiki","generic","Top Level Design, LLC"
domain_name_williamhill,"williamhill","generic","William Hill Organization Limited"
domain_name_win,"win","generic","First Registry Limited"
domain_name_windows,"windows","generic","Microsoft Corporation"
domain_name_wine,"wine","generic","Binky Moon, LLC"
domain_name_winners,"winners","generic","The TJX Companies, Inc."
domain_name_wme,"wme","generic","William Morris Endeavor Entertainment, LLC"
domain_name_wolterskluwer,"wolterskluwer","generic","Wolters Kluwer N.V."
domain_name_woodside,"woodside","generic","Woodside Petroleum Limited"
domain_name_work,"work","generic","Registry Services, LLC"
domain_name_works,"works","generic","Binky Moon, LLC"
